name,rating,reviews,details,highly_rated,critically_rated
Bada Business,3.5,(392),Internet | New Delhi +53 other locations,None,"Company Culture, Work Life Balance, Job Security"
Insolutions Global,3.7,(394),FinTech | Mumbai +20 other locations,Job Security,Job Security
Sigma Engineered Solutions,4.1,(394),Industrial Machinery | Pune +12 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
360 Realtors,3.8,(393),Real Estate | Pune +24 other locations,Skill Development / Learning,Skill Development / Learning
Aptech,3.5,(392),Education & Training | Mumbai +69 other locations,None,Skill Development / Learning
Orcapod Consulting Services,3.4,(395),IT Services & Consulting | Hyderabad / Secunderabad +16 other locations,None,Skill Development / Learning
Par Pharmaceutical Companies,4.3,(393),Pharma | Chennai +8 other locations,"Salary & Benefits, Work Life Balance, Company Culture",None
Sheela Foam,4.1,(392),Furniture & Furnishing | Noida +78 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
African Industries,4.0,(399),Metals & Mining | Lagos +20 other locations,"Salary & Benefits, Job Security, Company Culture",None
Franchise India Brands,2.1,(390),Marketing & Advertising | New Delhi +26 other locations,None,"Salary & Benefits, Job Security, Company Culture"
Chemplast Sanmar,3.6,(391),Chemicals | Salem +18 other locations,Job Security,Job Security
Thought Focus,3.5,(390),IT Services & Consulting | Bangalore / Bengaluru +9 other locations,None,Job Security
SPAR Hypermarkets,4.1,(389),Retail | Bangalore / Bengaluru +29 other locations,"Job Security, Company Culture, Work Life Balance",None
Fynd,3.4,(391),Software Product | Mumbai +10 other locations,Salary & Benefits,Salary & Benefits
Visaka Industries,3.9,(390),Building Material | Hyderabad / Secunderabad +54 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
GUS Education India,3.2,(393),Education & Training | Hyderabad / Secunderabad +7 other locations,None,"Work Life Balance, Job Security"
CommScope,3.8,(389),Telecom | Bangalore / Bengaluru +18 other locations,Work Life Balance,Work Life Balance
Matrix Business Services,3.4,(389),Analytics & KPO | Chennai +22 other locations,None,Work Life Balance
Magma HDI General Insurance,3.8,(394),Insurance | Mumbai +80 other locations,None,Work Life Balance
Kellton,2.7,(394),IT Services & Consulting | Gurgaon / Gurugram +18 other locations,None,Work Life Balance
Yardi Systems,3.7,(390),Software Product | Pune +2 other locations,Job Security,Job Security
Western Refrigeration,3.9,(393),Industrial Machinery | Vapi +37 other locations,"Job Security, Salary & Benefits, Skill Development / Learning",None
RSB Transmissions,4.0,(391),Industrial Machinery | Pune +21 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Ess Kay Fincorp,4.0,(388),NBFC | Jaipur +109 other locations,"Company Culture, Work Satisfaction, Job Security",None
Alpla,3.9,(388),Packaging | Hyderabad / Secunderabad +23 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
Kaya Skin Clinic,3.7,(390),Beauty & Personal Care | Mumbai +36 other locations,None,"Job Security, Skill Development / Learning"
ServiceNow,4.1,(406),Software Product | Hyderabad / Secunderabad +10 other locations,"Company Culture, Job Security, Salary & Benefits",None
Communications Test Design,3.6,(393),IT Services & Consulting | Bangalore / Bengaluru +43 other locations,None,"Company Culture, Job Security, Salary & Benefits"
Aker Solutions,4.0,(391),Engineering & Construction | Pune +9 other locations,"Work Life Balance, Company Culture","Work Life Balance, Company Culture"
HSBC Global Banking and Markets,4.0,(389),Banking | Bangalore / Bengaluru +13 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
CWT,3.8,(392),Travel & Tourism | New Delhi +13 other locations,Work Life Balance,Work Life Balance
Spectrum Talent Management,3.6,(389),Recruitment | Noida +63 other locations,None,Work Life Balance
Capital Foods,4.0,(388),Food Processing | Mumbai +70 other locations,"Salary & Benefits, Work Life Balance","Salary & Benefits, Work Life Balance"
Mikuni,4.2,(387),Auto Components | Neemrana +17 other locations,"Job Security, Work Life Balance, Company Culture",None
B. Braun Medical,4.0,(387),Healthcare | Mumbai +46 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
GD Goenka Public School,3.4,(390),Education & Training | New Delhi +61 other locations,None,"Work Life Balance, Job Security"
St. Xavier's High School,3.9,(388),Education & Training | Gurgaon / Gurugram +113 other locations,None,"Work Life Balance, Job Security"
ARMSOFTECH.AIR,3.4,(387),IT Services & Consulting | Chennai +14 other locations,None,"Work Life Balance, Job Security"
Hitachi Cash Management Services,3.5,(389),Other | Mumbai +82 other locations,None,"Work Life Balance, Job Security"
BCG,3.7,(391),Management Consulting | Gurgaon / Gurugram +8 other locations,Salary & Benefits,Salary & Benefits
Usha Martin,4.1,(385),Iron & Steel | Ranchi +27 other locations,"Work Life Balance, Job Security, Company Culture","Work Life Balance, Job Security, Company Culture"
Vidal Health Insurance,3.7,(387),Insurance | Bangalore / Bengaluru +34 other locations,None,"Work Life Balance, Job Security, Company Culture"
CMR Green Technologies,3.7,(388),Metals & Mining | Faridabad +28 other locations,None,"Work Life Balance, Job Security, Company Culture"
Apitoria Pharma,4.4,(388),Pharma | Hyderabad / Secunderabad +9 other locations,"Job Security, Work Life Balance, Company Culture",None
Ppap Automotive,3.9,(385),Auto Components | Noida +14 other locations,Skill Development / Learning,Skill Development / Learning
Suzlon Global Services,3.9,(385),Pune +59 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
Grindwell Norton,3.9,(386),Industrial Machinery | Bangalore / Bengaluru +37 other locations,Job Security,Job Security
Kalyani Technoforge,3.8,(387),Auto Components | Pune +15 other locations,None,Job Security
My Home Constructions,4.4,(387),Real Estate | Hyderabad / Secunderabad +15 other locations,"Job Security, Work Life Balance, Company Culture",None
Honeywell International India,3.9,(386),Defence & Aerospace | Pune +23 other locations,"Company Culture, Work Life Balance","Company Culture, Work Life Balance"
Jockey,4.4,(384),Fashion & Textile | Bangalore / Bengaluru +114 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",None
NR Switch N Radio Services,3.7,(383),Telecom | Kota +68 other locations,None,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Jumbotail Technologies,3.5,(384),Retail | Bangalore / Bengaluru +29 other locations,None,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Akamai Technologies,4.3,(386),Software Product | Bangalore / Bengaluru +4 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Enterprise Growth Accelerator,3.5,(383),Faridabad +9 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Scientific Publishing Services,3.8,(382),Analytics & KPO | Chennai +7 other locations,Job Security,Job Security
DesignTech Systems,3.3,(384),IT Services & Consulting | Pune +32 other locations,None,Job Security
Teradata,3.9,(383),Software Product | Pune +8 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Work Life Balance, Company Culture, Salary & Benefits"
Allegis Group,3.7,(383),Recruitment | Bangalore / Bengaluru +13 other locations,Work Life Balance,Work Life Balance
Vyapar,3.4,(387),Software Product | Bangalore / Bengaluru +35 other locations,None,Work Life Balance
Eurokids,4.1,(384),Education & Training | Mumbai +68 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Skill Development / Learning, Company Culture, Work Life Balance"
Nash Industries,3.6,(383),Industrial Machinery | Bangalore / Bengaluru +14 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Buzzworks Business Services,3.8,(383),Recruitment | Chennai +58 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Johnson Matthey,3.9,(381),Gurgaon / Gurugram +18 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Work Life Balance, Company Culture, Salary & Benefits"
Ergode IT Services,3.4,(383),IT Services & Consulting | Mumbai +11 other locations,None,"Work Life Balance, Company Culture, Salary & Benefits"
Welspun Enterprises,4.1,(383),Engineering & Construction | Mumbai +36 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Finova Capital,3.9,(385),NBFC | Jaipur +131 other locations,Salary & Benefits,None
EC-Council,4.3,(381),Education & Training | Hyderabad / Secunderabad +10 other locations,"Work Life Balance, Job Security, Skill Development / Learning",None
Alchemy Techsol India,3.7,(383),IT Services & Consulting | Bangalore / Bengaluru +16 other locations,None,"Work Life Balance, Job Security, Skill Development / Learning"
SABIC,4.2,(382),Chemicals | Bangalore / Bengaluru +19 other locations,"Work Life Balance, Company Culture, Job Security","Work Life Balance, Company Culture, Job Security"
MagicPin,2.6,(385),Internet | Gurgaon / Gurugram +18 other locations,None,"Work Life Balance, Company Culture, Job Security"
C-Edge Technologies,3.8,(384),IT Services & Consulting | Mumbai +19 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Aimil Pharmaceuticals,3.4,(381),Pharma | New Delhi +48 other locations,None,"Job Security, Work Life Balance"
In Time Tec Visionsoft,3.8,(383),IT Services & Consulting | Jaipur +10 other locations,"Skill Development / Learning, Company Culture, Job Security","Skill Development / Learning, Company Culture, Job Security"
C-Edge Technologies,3.8,(384),IT Services & Consulting | Mumbai +19 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Aimil Pharmaceuticals,3.4,(381),Pharma | New Delhi +48 other locations,None,"Job Security, Work Life Balance"
Venky's,3.7,(384),FMCG | Pune +63 other locations,Job Security,Job Security
Ascent Business Solutions,3.3,(382),IT Services & Consulting | Nagpur +14 other locations,None,Job Security
ABCI Infrastructures,3.4,(381),Engineering & Construction | Kolkata +50 other locations,None,Job Security
Portea Medical,3.7,(381),Healthcare | Bangalore / Bengaluru +39 other locations,None,Job Security
Kauvery Hospital,4.0,(385),Healthcare | Chennai +18 other locations,"Skill Development / Learning, Company Culture, Job Security",None
Flowserve,3.9,(379),Industrial Machinery | Bangalore / Bengaluru +15 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
Dana India,4.0,(382),Auto Components | Pune +23 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Ben Franklin Opticians,3.9,(381),Medical Equipment | Hyderabad / Secunderabad +105 other locations,"Work Life Balance, Work Satisfaction","Work Life Balance, Work Satisfaction"
Numeric UPS,4.0,(380),Consumer Electronics & Appliances | Chennai +71 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Cosmo Films,3.7,(380),Packaging | Aurangabad +12 other locations,Job Security,Job Security
Paharpur Cooling Towers,4.0,(379),Industrial Machinery | Kolkata +48 other locations,"Job Security, Salary & Benefits, Work Life Balance","Job Security, Salary & Benefits, Work Life Balance"
BharatPe,3.5,(380),FinTech | Gurgaon / Gurugram +66 other locations,None,"Job Security, Salary & Benefits, Work Life Balance"
NKG Infrastructure,3.5,(380),Engineering & Construction | New Delhi +39 other locations,None,"Job Security, Salary & Benefits, Work Life Balance"
SunTec Web Services,3.2,(380),IT Services & Consulting | New Delhi +7 other locations,None,"Job Security, Salary & Benefits, Work Life Balance"
Ramco Industries,4.1,(378),Building Material | Chennai +66 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Pitti Engineering,4.0,(380),Industrial Machinery | Hyderabad / Secunderabad +8 other locations,"Work Life Balance, Work Satisfaction, Job Security",None
Aptus Value Housing Finance India,4.0,(379),NBFC | Chennai +126 other locations,"Work Life Balance, Work Satisfaction, Company Culture",None
Medica Superspecialty Hospital,3.6,(376),Healthcare | Kolkata +18 other locations,None,"Work Life Balance, Work Satisfaction, Company Culture"
Visa,3.5,(377),FinTech | Bangalore / Bengaluru +14 other locations,None,"Work Life Balance, Work Satisfaction, Company Culture"
Bharat Bijlee,4.3,(379),Electrical Equipment | Mumbai +20 other locations,"Work Life Balance, Job Security, Company Culture",None
Office Beacon,4.5,(381),BPO | Vadodara +18 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
